tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
CPNE6_brain;9362.0;CPNE6;brain;neuro;5.0;1.5;4.80131;3.14742;breast;0.023683;202.7;3.7;2.4;3.613802;1.519103;female_genital;0.089838;40.2
RAB33A_brain;9363.0;RAB33A;brain;neuro;4.1;1.3;3.767248;2.808012;breast;0.449999;8.4;3.6;2.1;3.767248;1.792515;female_genital;0.593455;6.3
KL_peritoneum_retroperitoneum;9365.0;KL;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.5;1.3;6.718654;5.137785;breast;1.491276;4.5;3.2;1.5;6.718654;4.348665;female_genital;1.049325;6.4
NRXN3_brain;9369.0;NRXN3;brain;neuro;;;;;;;;3.5;1.9;3.466021;1.819022;female_genital;0.623402;5.6
ADIPOQ_connective_tissues;9370.0;ADIPOQ;connective_tissues;soft_tissues;4.0;1.2;6.885456;5.768346;breast;5.768346;1.2;3.2;1.4;4.095989;2.970992;female_genital;2.970992;1.4
SLC22A8_peritoneum_retroperitoneum;9376.0;SLC22A8;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;5.5;1.6;6.192757;3.756493;breast;0.004911;1261.0;3.8;2.0;6.192757;3.062353;female_genital;0.00638;970.7
NRXN1_brain;9378.0;NRXN1;brain;neuro;4.2;1.2;3.48913;2.905037;breast;0.348071;10.0;3.7;2.5;3.331127;1.338343;female_genital;0.335527;9.9
NRXN2_brain;9379.0;NRXN2;brain;neuro;4.1;1.5;4.49253;2.922519;breast;0.699441;6.4;2.8;1.2;3.574246;2.922519;female_genital;1.44838;2.5
COX6CP1_peritoneum_retroperitoneum;9384.0;COX6CP1;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.7;2.8;3.507951;1.237396;female_genital;0.73687;4.8
LIPG_placenta;9388.0;LIPG;placenta;placenta;;;;;;;;3.2;1.5;5.110105;3.411364;female_genital;0.27885;18.3
SLC22A14_testis;9389.0;SLC22A14;testis;male_germinal;6.4;7.5;2.94311;0.394554;breast;0.067802;43.4;4.2;9.4;2.94311;0.313455;female_genital;0.074391;39.6
SLC22A13_peritoneum_retroperitoneum;9390.0;SLC22A13;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;5.9;2.2;3.914516;1.790619;breast;0.031173;125.6;4.0;2.7;3.914516;1.47285;female_genital;0.037083;105.6
CD101_bronchus_lung;9398.0;CD101;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.4;1.8;1.75322;0.98278;female_genital;0.42975;4.1
RECQL4_testis;9401.0;RECQL4;testis;male_germinal;;;;;;;;3.2;1.5;3.844789;2.572396;female_genital;1.203065;3.2
GRAP2_tonsil;9402.0;GRAP2;tonsil;lymphoid;;;;;;;;3.1;1.3;2.900465;2.167532;female_genital;0.61647;4.7
TMPRSS11D_mouth;9407.0;TMPRSS11D;mouth;head_neck;;;;;;;;4.1;3.6;4.33228;1.20431;female_genital;0.475249;9.1
ECEL1_adult_ovary;9427.0;ECEL1;adult_ovary;female_genital;4.6;1.3;4.955533;3.730381;breast;0.616333;8.0;;;;;;;
NCR1_blood;9437.0;NCR1;blood;hematopoietic;4.6;1.2;2.065865;1.741794;breast;0.114988;18.0;3.0;2.7;1.572997;0.585971;female_genital;0.116203;13.5
MED26_testis;9441.0;MED26;testis;male_germinal;;;;;;;;3.7;2.1;4.542925;2.209843;female_genital;1.768025;2.6
AIM2_tonsil;9447.0;AIM2;tonsil;lymphoid;;;;;;;;3.2;1.3;3.494591;2.754468;female_genital;0.314264;11.1
LY86_tonsil;9450.0;LY86;tonsil;lymphoid;;;;;;;;2.6;1.2;4.508182;3.897347;female_genital;1.365544;3.3
HOMER1_embryonic_stem_cells;9456.0;HOMER1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.0;1.8;3.666042;2.024729;female_genital;1.183805;3.1
PCYT1B_brain;9468.0;PCYT1B;brain;neuro;;;;;;;;2.6;1.8;2.652395;1.496846;female_genital;0.609185;4.4
PCYT1B_embryonic_stem_cells;9468.0;PCYT1B;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.6;1.8;2.667177;1.496846;female_genital;0.609185;4.4
NAPSA_bronchus_lung;9476.0;NAPSA;bronchus_lung;tracheo_broncho_lung;4.8;1.4;8.186561;5.917804;breast;0.530238;15.4;3.3;1.4;8.15269;5.917804;female_genital;0.599935;13.6
CABP1_brain;9478.0;CABP1;brain;neuro;4.9;2.3;4.441715;1.924686;breast;0.881101;5.0;3.6;2.2;3.476147;1.596546;female_genital;0.941273;3.7
ONECUT2_gallbladder;9480.0;ONECUT2;gallbladder;hepato_bilary;4.5;1.6;2.46457;1.569759;breast;0.029785;82.7;;;;;;;
ONECUT2_liver;9480.0;ONECUT2;liver;hepato_bilary;;;;;;;;3.6;1.9;1.572688;0.829939;female_genital;0.027803;56.6
KIF23_embryonic_stem_cells;9493.0;KIF23;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.3;1.8;4.852229;2.710433;female_genital;0.80588;6.0
TBX4_bronchus_lung;9496.0;TBX4;bronchus_lung;tracheo_broncho_lung;4.3;1.3;3.790747;2.991918;breast;0.121204;31.3;3.0;1.3;3.776818;2.991918;female_genital;0.103896;36.4
SLC4A8_embryonic_stem_cells;9498.0;SLC4A8;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.9;2.5;1.958561;0.778421;female_genital;0.385991;5.1
SLC4A8_testis;9498.0;SLC4A8;testis;male_germinal;;;;;;;;2.6;2.3;1.799013;0.778421;female_genital;0.385991;4.7
MYOT_muscles;9499.0;MYOT;muscles;heart_muscles;5.4;2.3;7.329623;3.221456;breast;0.314075;23.3;3.4;1.6;4.294903;2.644855;female_genital;0.400635;10.7
XAGE2_placenta;9502.0;XAGE2;placenta;placenta;6.1;2.8;5.945793;2.15354;breast;0.092558;64.2;4.0;2.8;5.945793;2.134975;female_genital;0.074165;80.2
PAGE4_placenta;9506.0;PAGE4;placenta;placenta;5.6;2.2;7.624636;3.40474;breast;0.0146;522.2;3.8;2.2;7.624636;3.40474;female_genital;0.689361;11.1
ADAMTS2_fibroblast;9509.0;ADAMTS2;fibroblast;skin_soft_tissues;;;;;;;;3.3;1.7;5.202721;2.989704;female_genital;2.861352;1.8
GAL3ST1_peritoneum_retroperitoneum;9514.0;GAL3ST1;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.6;1.3;3.366297;2.552591;female_genital;0.671698;5.0
STXBP5L_brain;9515.0;STXBP5L;brain;neuro;;;;;;;;2.9;1.3;1.568797;1.196897;female_genital;0.315347;5.0
CCL4L2_bone_marrow;9560.0;CCL4L2;bone_marrow;hematopoietic;4.7;1.5;3.996904;2.632195;breast;0.070434;56.7;;;;;;;
GABBR2_brain;9568.0;GABBR2;brain;neuro;5.8;3.1;3.520403;1.127269;breast;0.04306;81.8;3.7;2.7;2.632614;0.983867;female_genital;0.050927;51.7
GDF3_embryonic_stem_cells;9573.0;GDF3;embryonic_stem_cells;totipotent_stem_cells;6.0;2.8;3.386079;1.230643;breast;0.160141;21.1;4.0;3.3;3.386079;1.025648;female_genital;0.175431;19.3
SPAG6_testis;9576.0;SPAG6;testis;male_germinal;4.6;1.5;5.161968;3.405801;breast;0.337548;15.3;4.0;3.3;5.161968;1.542842;female_genital;0.412877;12.5
APOBEC3B_blood;9582.0;APOBEC3B;blood;hematopoietic;;;;;;;;3.2;1.8;4.34905;2.465548;female_genital;0.901125;4.8
KIF20B_embryonic_stem_cells;9585.0;KIF20B;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.6;1.9;3.966292;2.036766;female_genital;1.033839;3.8
CREB5_blood;9586.0;CREB5;blood;hematopoietic;4.0;1.7;3.363028;2.014849;breast;1.789666;1.9;;;;;;;
CYTIP_blood;9595.0;CYTIP;blood;hematopoietic;;;;;;;;3.1;1.4;6.183531;4.504822;female_genital;1.357966;4.6
GDA_peritoneum_retroperitoneum;9615.0;GDA;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.9;1.4;4.689566;3.377364;female_genital;0.25512;18.4
KLK4_prostate;9622.0;KLK4;prostate;male_genital;6.2;4.4;6.725982;1.523763;breast;0.435083;15.5;4.2;5.6;6.725982;1.205792;female_genital;0.529527;12.7
AATK_brain;9625.0;AATK;brain;neuro;;;;;;;;3.0;1.8;5.194126;2.965869;female_genital;0.851324;6.1
GUCA1C_pancreas;9626.0;GUCA1C;pancreas;pancreas;5.9;4.1;3.017747;0.731485;breast;0.001831;1648.1;4.1;4.1;3.017747;0.731485;female_genital;0.024932;121.0
TESMIN_testis;9633.0;TESMIN;testis;male_germinal;5.1;2.2;4.641712;2.119159;breast;1.425984;3.3;3.7;2.2;4.641712;2.119159;female_genital;1.046532;4.4
CLCA2_mouth;9635.0;CLCA2;mouth;head_neck;;;;;;;;3.6;2.0;4.928082;2.434533;female_genital;1.23001;4.0
GREB1_prostate;9687.0;GREB1;prostate;male_genital;;;;;;;;2.5;1.2;3.623162;3.124333;female_genital;3.124333;1.2
RIMS2_brain;9699.0;RIMS2;brain;neuro;;;;;;;;2.8;1.4;2.783889;2.056636;female_genital;0.412744;6.7
ST18_brain;9705.0;ST18;brain;neuro;5.2;1.5;2.658646;1.762736;breast;0.02175;122.2;4.2;5.6;2.130354;0.378721;female_genital;0.018291;116.5
FAM131B_brain;9715.0;FAM131B;brain;neuro;4.8;1.3;4.195277;3.128371;breast;0.628503;6.7;3.0;4.0;3.378025;0.838749;female_genital;0.838749;4.0
FAM131B_embryonic_stem_cells;9715.0;FAM131B;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.7;3.7;3.128371;0.838749;female_genital;0.838749;3.7
SEC14L5_brain;9717.0;SEC14L5;brain;neuro;4.0;2.3;2.705833;1.160281;breast;0.291387;9.3;3.9;2.6;2.720537;1.026907;female_genital;0.272096;10.0
SEC14L5_central_nervous_system;9717.0;SEC14L5;central_nervous_system;neuro;4.1;2.4;2.76019;1.160281;breast;0.291387;9.5;;;;;;;
CCDC144A_testis;9720.0;CCDC144A;testis;male_germinal;3.9;1.4;1.788257;1.307102;breast;0.309481;5.8;3.4;1.9;1.788257;0.957888;female_genital;0.397044;4.5
GPRIN2_bronchus_lung;9721.0;GPRIN2;bronchus_lung;tracheo_broncho_lung;;;;;;;;2.5;1.6;3.906871;2.484733;female_genital;0.889385;4.4
NOS1AP_brain;9722.0;NOS1AP;brain;neuro;4.9;2.1;2.253504;1.06525;breast;0.934709;2.4;3.2;1.7;1.78143;1.06525;female_genital;0.604514;2.9
KIAA0408_brain;9729.0;KIAA0408;brain;neuro;;;;;;;;3.1;1.9;3.778975;1.94866;female_genital;0.920783;4.1
KNTC1_embryonic_stem_cells;9735.0;KNTC1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.0;1.2;4.208144;3.381959;female_genital;1.386963;3.0
GPRASP1_brain;9737.0;GPRASP1;brain;neuro;;;;;;;;2.6;1.3;4.837626;3.662726;female_genital;2.712043;1.8
ACAP1_blood;9744.0;ACAP1;blood;hematopoietic;;;;;;;;3.0;1.2;6.229975;5.342734;female_genital;1.421873;4.4
ZNF536_brain;9745.0;ZNF536;brain;neuro;;;;;;;;3.7;2.3;2.642887;1.131306;female_genital;0.145763;18.1
ZNF536_central_nervous_system;9745.0;ZNF536;central_nervous_system;neuro;4.2;1.2;3.091466;2.476544;breast;0.048899;63.2;;;;;;;
RIPOR2_blood;9750.0;RIPOR2;blood;hematopoietic;;;;;;;;3.0;1.3;5.410726;4.269897;female_genital;1.942748;2.8
FRMPD4_brain;9758.0;FRMPD4;brain;neuro;6.3;7.6;2.292039;0.30116;breast;0.066519;34.5;4.2;8.0;2.292039;0.286306;female_genital;0.05795;39.6
PCLAF_embryonic_stem_cells;9768.0;PCLAF;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.2;2.2;4.032478;1.847284;female_genital;0.479266;8.4
RIMS3_brain;9783.0;RIMS3;brain;neuro;4.2;1.5;4.087173;2.64386;breast;1.492612;2.7;2.7;1.3;3.352454;2.64386;female_genital;1.394338;2.4
DLGAP5_embryonic_stem_cells;9787.0;DLGAP5;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.5;1.9;5.557015;2.852419;female_genital;0.249312;22.3
PHYHIP_brain;9796.0;PHYHIP;brain;neuro;;;;;;;;2.9;1.8;5.458267;3.099795;female_genital;2.267206;2.4
ARHGAP11A_embryonic_stem_cells;9824.0;ARHGAP11A;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.5;2.1;3.973724;1.896919;female_genital;0.575359;6.9
DNAJC6_brain;9829.0;DNAJC6;brain;neuro;4.2;1.4;4.679235;3.320822;breast;0.695607;6.7;3.3;1.9;3.989873;2.10974;female_genital;0.554041;7.2
JAKMIP2_brain;9832.0;JAKMIP2;brain;neuro;;;;;;;;3.1;1.2;1.92876;1.590497;female_genital;0.124072;15.5
MELK_embryonic_stem_cells;9833.0;MELK;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.6;4.334996;2.633268;female_genital;0.443486;9.8
FAM30A_tonsil;9834.0;FAM30A;tonsil;lymphoid;;;;;;;;3.9;2.5;1.770487;0.71758;female_genital;0.099078;17.9
GINS1_embryonic_stem_cells;9837.0;GINS1;embryonic_stem_cells;totipotent_stem_cells;3.9;1.4;4.519302;3.248791;breast;0.722251;6.3;3.4;1.5;4.519302;2.981377;female_genital;0.685831;6.6
TESPA1_blood;9840.0;TESPA1;blood;hematopoietic;;;;;;;;2.7;1.2;3.032476;2.512008;female_genital;0.729835;4.2
KIAA0319_brain;9856.0;KIAA0319;brain;neuro;4.5;1.2;2.308729;1.904838;breast;0.057594;40.1;3.6;2.1;1.722791;0.826276;female_genital;0.109519;15.7
TRIL_peritoneum_retroperitoneum;9865.0;TRIL;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.7;1.2;2.545573;2.1609;female_genital;1.287655;2.0
PLPPR4_brain;9890.0;PLPPR4;brain;neuro;;;;;;;;3.4;2.0;2.338124;1.155634;female_genital;0.692618;3.4
SNAP91_brain;9892.0;SNAP91;brain;neuro;4.5;1.2;4.730714;3.82526;breast;0.108303;43.7;3.3;1.4;3.61228;2.576449;female_genital;0.234209;15.4
SV2B_brain;9899.0;SV2B;brain;neuro;5.0;2.1;2.879395;1.400829;breast;0.755053;3.8;3.9;3.2;2.446821;0.766109;female_genital;0.451283;5.4
SRGAP3_brain;9901.0;SRGAP3;brain;neuro;;;;;;;;3.4;2.3;2.871097;1.240449;female_genital;1.025707;2.8
TMCC2_brain;9911.0;TMCC2;brain;neuro;;;;;;;;3.1;1.4;3.7411;2.584201;female_genital;1.067636;3.5
KIF14_embryonic_stem_cells;9928.0;KIF14;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.8;2.9;3.082491;1.05765;female_genital;0.143427;21.5
DLEC1_testis;9940.0;DLEC1;testis;male_germinal;;;;;;;;3.9;2.5;3.433217;1.363831;female_genital;0.631675;5.4
XYLB_liver;9942.0;XYLB;liver;hepato_bilary;;;;;;;;3.1;1.4;2.667538;1.872548;female_genital;0.894464;3.0
MAGEC1_testis;9947.0;MAGEC1;testis;male_germinal;6.4;5.5;2.215611;0.403051;breast;0.014459;153.2;4.2;13.9;2.215611;0.159962;female_genital;0.010896;203.3
HS3ST4_brain;9951.0;HS3ST4;brain;neuro;5.1;2.5;2.454056;1.001413;breast;0.859532;2.9;3.3;1.9;1.864458;1.001413;female_genital;0.497729;3.7
HS3ST3A1_fibroblast;9955.0;HS3ST3A1;fibroblast;skin_soft_tissues;;;;;;;;3.3;1.9;2.502591;1.323766;female_genital;0.606768;4.1
FGF19_embryonic_stem_cells;9965.0;FGF19;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;4.1;3.6;1.728612;0.47814;female_genital;0.073859;23.4
FGF19_gallbladder;9965.0;FGF19;gallbladder;hepato_bilary;6.1;4.0;6.897758;1.728612;breast;0.087315;79.0;;;;;;;
NR1I3_biliary_tract;9970.0;NR1I3;biliary_tract;hepato_bilary;4.4;3.7;4.703496;1.284533;breast;0.210664;22.3;;;;;;;
NR1I3_liver;9970.0;NR1I3;liver;hepato_bilary;4.2;3.5;4.549889;1.284533;breast;0.210664;21.6;4.1;3.8;4.432086;1.179915;female_genital;0.220819;20.1
NR1H4_liver;9971.0;NR1H4;liver;hepato_bilary;;;;;;;;2.9;1.3;4.529052;3.394423;female_genital;0.386888;11.7
FGFBP1_mouth;9982.0;FGFBP1;mouth;head_neck;;;;;;;;3.6;2.3;6.45891;2.778539;female_genital;1.386892;4.7
KCNE2_stomach;9992.0;KCNE2;stomach;digestive;6.2;3.8;4.366467;1.139348;breast;0.336233;13.0;;;;;;;
ELK2BP_testis;9995.0;ELK2BP;testis;male_germinal;6.5;40.7;1.601769;0.03933;breast;0.026629;60.2;4.2;64.0;1.601769;0.025034;female_genital;0.01876;85.4
NAALAD2_testis;10003.0;NAALAD2;testis;male_germinal;;;;;;;;2.9;1.5;3.155637;2.135112;female_genital;1.475334;2.1
NAALADL1_small_intestine;10004.0;NAALADL1;small_intestine;digestive;3.9;1.8;4.337249;2.380706;breast;1.474107;2.9;;;;;;;
HCN4_testis;10021.0;HCN4;testis;male_germinal;5.1;1.7;2.52806;1.452706;breast;0.023277;108.6;3.6;1.7;2.52806;1.452706;female_genital;0.027203;92.9
INSL5_rectum_anus;10022.0;INSL5;rectum_anus;digestive;6.3;3.7;5.848267;1.562703;breast;0.033493;174.6;;;;;;;
TROAP_testis;10024.0;TROAP;testis;male_germinal;;;;;;;;3.0;1.3;3.821903;2.856975;female_genital;0.533532;7.2
CHAF1A_embryonic_stem_cells;10036.0;CHAF1A;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.5;1.4;4.59641;3.27927;female_genital;1.810599;2.5
CST8_testis;10047.0;CST8;testis;male_germinal;6.5;33.3;3.344159;0.100462;breast;0.02371;141.0;4.2;41.8;3.344159;0.079917;female_genital;0.014331;233.4
SLC17A4_liver;10050.0;SLC17A4;liver;hepato_bilary;;;;;;;;2.6;1.7;2.732125;1.623082;female_genital;0.006465;422.6
SLC17A4_pancreas;10050.0;SLC17A4;pancreas;pancreas;;;;;;;;2.5;1.6;2.646326;1.623082;female_genital;0.006465;409.3
MUC12_rectum_anus;10071.0;MUC12;rectum_anus;digestive;5.2;1.4;5.046991;3.560165;breast;0.028743;175.6;;;;;;;
USH1C_peritoneum_retroperitoneum;10083.0;USH1C;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.4;1.8;5.174468;2.893476;female_genital;0.17159;30.2
HHLA1_embryonic_stem_cells;10086.0;HHLA1;embryonic_stem_cells;totipotent_stem_cells;6.5;29.3;2.4132;0.082302;breast;0.002112;1142.6;4.2;29.3;2.4132;0.082302;female_genital;0.002131;1132.4
KCNK7_connective_tissues;10089.0;KCNK7;connective_tissues;soft_tissues;;;;;;;;3.1;1.3;2.780327;2.109027;female_genital;0.658574;4.2
KCNK7_skin;10089.0;KCNK7;skin;soft_tissues;4.7;2.0;4.79163;2.367008;breast;0.424633;11.3;;;;;;;
TRIM10_bone_marrow;10107.0;TRIM10;bone_marrow;hematopoietic;4.4;1.9;2.700317;1.459308;breast;0.009629;280.4;;;;;;;
SGK2_peritoneum_retroperitoneum;10110.0;SGK2;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.5;1.3;4.308266;3.411913;female_genital;1.401687;3.1
KIF20A_embryonic_stem_cells;10112.0;KIF20A;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;1.8;4.830446;2.66937;female_genital;0.493989;9.8
ENAM_kidney;10117.0;ENAM;kidney;urinary_kidney;4.2;2.7;2.092255;0.76769;breast;0.053119;39.4;;;;;;;
ENAM_peritoneum_retroperitoneum;10117.0;ENAM;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.1;2.7;2.058902;0.76769;breast;0.053119;38.8;3.1;1.2;2.058902;1.711454;female_genital;0.068568;30.0
CELA3A_pancreas;10136.0;CELA3A;pancreas;pancreas;6.1;5.3;13.508965;2.558305;breast;0.509452;26.5;4.2;5.3;13.508965;2.558305;female_genital;0.878387;15.4
CLEC3A_bladder;10143.0;CLEC3A;bladder;urinary_kidney;4.3;1.7;1.63626;0.963776;breast;0.419245;3.9;;;;;;;
EBI3_haematopoietic_div;10148.0;EBI3;haematopoietic_div;hematopoietic;4.2;1.2;7.243981;6.018064;breast;1.167201;6.2;;;;;;;
EBI3_placenta;10148.0;EBI3;placenta;placenta;;;;;;;;3.5;1.6;6.018064;3.873453;female_genital;0.981223;6.1
ADGRG2_embryonic_stem_cells;10149.0;ADGRG2;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;2.0;2.677849;1.310063;female_genital;0.849156;3.2
ADGRG2_female_genital;10149.0;ADGRG2;female_genital;female_genital;4.2;1.4;3.624944;2.677849;breast;0.665611;5.4;;;;;;;
PLXNC1_blood;10154.0;PLXNC1;blood;hematopoietic;;;;;;;;3.0;1.4;4.017799;2.777337;female_genital;1.804092;2.2
RASA4_placenta;10156.0;RASA4;placenta;placenta;;;;;;;;3.5;2.0;2.478902;1.218049;female_genital;0.752277;3.3
AASS_embryonic_stem_cells;10157.0;AASS;embryonic_stem_cells;totipotent_stem_cells;3.9;1.5;7.033034;4.748294;breast;2.720419;2.6;3.5;1.9;7.033034;3.669683;female_genital;3.05203;2.3
PDZK1IP1_peritoneum_retroperitoneum;10158.0;PDZK1IP1;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.8;1.6;10.101965;6.374182;female_genital;2.556734;4.0
CHST4_embryonic_stem_cells;10164.0;CHST4;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.0;1.4;2.306145;1.687462;female_genital;0.231123;10.0
CHST4_gallbladder;10164.0;CHST4;gallbladder;hepato_bilary;4.8;1.6;5.187962;3.158687;breast;0.21431;24.2;;;;;;;
TENM1_brain;10178.0;TENM1;brain;neuro;;;;;;;;3.2;2.1;1.649423;0.787584;female_genital;0.387535;4.3
TENM1_thymus;10178.0;TENM1;thymus;lymphoid;4.4;1.5;2.521766;1.649423;breast;0.394966;6.4;;;;;;;
VDAC1P5_embryonic_stem_cells;10187.0;VDAC1P5;embryonic_stem_cells;totipotent_stem_cells;6.5;264.5;6.959421;0.026311;breast;0.004007;1736.8;4.2;351.1;6.959421;0.019824;female_genital;0.003693;1884.5
DHRS2_bladder;10202.0;DHRS2;bladder;urinary_kidney;4.7;1.7;5.587343;3.210363;breast;1.435427;3.9;;;;;;;
SSX3_testis;10214.0;SSX3;testis;male_germinal;6.5;62.2;2.357494;0.037877;breast;0.001962;1201.6;4.2;69.2;2.357494;0.034089;female_genital;0.003794;621.4
OLIG2_brain;10215.0;OLIG2;brain;neuro;6.4;6.4;3.16688;0.49381;breast;0.008139;389.1;4.2;16.8;2.443788;0.145337;female_genital;0.007986;306.0
PRG4_liver;10216.0;PRG4;liver;hepato_bilary;;;;;;;;3.5;1.8;5.200648;2.818757;female_genital;1.635672;3.2
ANGPTL7_central_nervous_system;10218.0;ANGPTL7;central_nervous_system;neuro;5.5;3.0;6.893488;2.272357;breast;1.738168;4.0;;;;;;;
KLRG1_tonsil;10219.0;KLRG1;tonsil;lymphoid;;;;;;;;3.0;1.4;2.253154;1.637808;female_genital;0.826327;2.7
GDF11_embryonic_stem_cells;10220.0;GDF11;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.7;2.90256;1.690155;female_genital;1.138848;2.5
GPA33_colon;10223.0;GPA33;colon;digestive;;;;;;;;3.2;1.4;2.166795;1.510959;female_genital;0.066457;32.6
GPA33_rectum_anus;10223.0;GPA33;rectum_anus;digestive;4.4;1.3;7.479652;5.972678;breast;0.074665;100.2;;;;;;;
CD96_tonsil;10225.0;CD96;tonsil;lymphoid;;;;;;;;2.7;1.2;2.477562;2.107617;female_genital;0.764646;3.2
MSLN_bronchus_lung;10232.0;MSLN;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.6;2.8;5.154142;1.834143;female_genital;1.190903;4.3
SLC17A2_biliary_tract;10246.0;SLC17A2;biliary_tract;hepato_bilary;4.3;5.2;3.918714;0.747338;breast;0.002259;1734.7;;;;;;;
SLC17A2_liver;10246.0;SLC17A2;liver;hepato_bilary;4.6;5.6;4.172598;0.747338;breast;0.002259;1847.1;4.2;5.4;4.042275;0.747338;female_genital;0.005057;799.3
GLYAT_peritoneum_retroperitoneum;10249.0;GLYAT;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.0;1.3;6.715965;5.261541;female_genital;0.997992;6.7
PRSS16_thymus;10279.0;PRSS16;thymus;lymphoid;4.8;2.3;6.818507;2.993782;breast;1.686847;4.0;;;;;;;
SPEG_artery;10290.0;SPEG;artery;cardio_vascular;;;;;;;;2.8;1.3;6.175299;4.670331;female_genital;2.596015;2.4
TRAIP_embryonic_stem_cells;10293.0;TRAIP;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.7;2.1;2.731266;1.277911;female_genital;1.016245;2.7
TRAIP_testis;10293.0;TRAIP;testis;male_germinal;;;;;;;;2.6;2.1;2.677371;1.277911;female_genital;1.016245;2.6
APC2_brain;10297.0;APC2;brain;neuro;5.2;1.8;3.704458;2.106743;breast;0.192969;19.2;4.1;4.3;3.142713;0.738073;female_genital;0.182736;17.2
CCNO_testis;10309.0;CCNO;testis;male_germinal;;;;;;;;2.5;1.3;3.457006;2.735886;female_genital;1.033411;3.3
LAMC3_placenta;10319.0;LAMC3;placenta;placenta;;;;;;;;2.5;1.3;4.635681;3.674248;female_genital;1.351162;3.4
IKZF1_blood;10320.0;IKZF1;blood;hematopoietic;;;;;;;;2.5;1.6;3.733565;2.31173;female_genital;0.959003;3.9
IKZF1_tonsil;10320.0;IKZF1;tonsil;lymphoid;;;;;;;;2.7;1.7;3.961832;2.31173;female_genital;0.959003;4.1
CRISP3_mouth;10321.0;CRISP3;mouth;head_neck;;;;;;;;3.8;3.2;6.07923;1.879762;female_genital;1.160624;5.2
KLHL41_muscles;10324.0;KLHL41;muscles;heart_muscles;5.3;2.4;10.168556;4.313369;breast;0.472955;21.5;3.7;1.9;6.74649;3.477907;female_genital;0.536623;12.6
SIRPB1_blood;10326.0;SIRPB1;blood;hematopoietic;4.8;1.8;5.609272;3.043062;breast;0.382532;14.7;3.3;1.7;4.337148;2.540348;female_genital;0.358072;12.1
CLEC4M_biliary_tract;10332.0;CLEC4M;biliary_tract;hepato_bilary;4.3;1.5;4.26978;2.864534;breast;0.085933;49.7;;;;;;;
CLEC4M_liver;10332.0;CLEC4M;liver;hepato_bilary;;;;;;;;3.1;1.4;2.793553;2.050082;female_genital;0.267184;10.5
TLR6_blood;10333.0;TLR6;blood;hematopoietic;;;;;;;;3.1;1.2;2.713238;2.178678;female_genital;0.577257;4.7
IRAG1_artery;10335.0;IRAG1;artery;cardio_vascular;;;;;;;;3.0;1.5;6.293444;4.119557;female_genital;3.451054;1.8
PKDREJ_testis;10343.0;PKDREJ;testis;male_germinal;6.1;3.7;1.874473;0.507319;breast;0.15309;12.2;4.2;7.8;1.874473;0.240096;female_genital;0.147525;12.7
CCL26_embryonic_stem_cells;10344.0;CCL26;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.7;2.5;2.110985;0.852031;female_genital;0.852031;2.5
